Transmission category,Transmission name,Transmission description,"Option 1 - e.g. Accept envoy, take this action, do this, etc etc",Option 2 - Take this alternative action,"Option 3 - take this alternative action (option 3 is usually a crazy explosive different action you can take, that is very unexpected)","Option 1 Consequences - e.g. faction relation boost +1 or -1 (never more than this), lose 100 astra/other resources, gain a ship, or a building level, etc etc",Option 2 consequences,Option 3 consequences
구역 사고,구역 사고 보고 011,구역 장부에 '구역 사고 보고 011' 건이 사고 항목으로 표시되었습니다. 주변 작업은 제한되었고 담당 부서는 피해 확산 여부를 기다리고 있습니다.,작업자를 보호하며 정규 보수 절차를 시작한다,주변 작업을 우회시키고 손실을 줄인다,강제 조치로 문제를 드러내고 책임을 다른 곳에 돌린다,벌크론 120 획득; 벌크론 500 손실,아우렐라이트 300 획득; 아스트라 70 획득; 벌크론 190 손실,Ion Shield -1 level; 아스트라 1140 획득; 중수소 700 획득; 벌크론 340 획득; 보이드본 조약 관계 -1
구역 사고,구역 사고 보고 012,구역 장부에 '구역 사고 보고 012' 건이 사고 항목으로 표시되었습니다. 주변 작업은 제한되었고 담당 부서는 피해 확산 여부를 기다리고 있습니다.,작업자를 보호하며 정규 보수 절차를 시작한다,주변 작업을 우회시키고 손실을 줄인다,강제 조치로 문제를 드러내고 책임을 다른 곳에 돌린다,성간 연방 관계 +1; 벌크론 240 획득; 벌크론 100 손실,성간 연방 관계 +1; 벌크론 620 획득; 아스트라 20 손실,성간 연방 관계 +1; 아스트라 1600 획득; 아스트라 340 손실
구역 사고,구역 사고 보고 013,구역 장부에 '구역 사고 보고 013' 건이 사고 항목으로 표시되었습니다. 주변 작업은 제한되었고 담당 부서는 피해 확산 여부를 기다리고 있습니다.,작업자를 보호하며 정규 보수 절차를 시작한다,주변 작업을 우회시키고 손실을 줄인다,강제 조치로 문제를 드러내고 책임을 다른 곳에 돌린다,성간 연방 관계 +1; 벌크론 420 획득; 아스트라 200 손실,성간 연방 관계 +1; 중수소 70 손실; 중수소 20 획득,성간 연방 관계 -1; 아우렐라이트 1060 획득; 아우렐라이트 120 손실
구역 사고,구역 사고 보고 014,구역 장부에 '구역 사고 보고 014' 건이 사고 항목으로 표시되었습니다. 주변 작업은 제한되었고 담당 부서는 피해 확산 여부를 기다리고 있습니다.,작업자를 보호하며 정규 보수 절차를 시작한다,주변 작업을 우회시키고 손실을 줄인다,강제 조치로 문제를 드러내고 책임을 다른 곳에 돌린다,Ion Shield -1 level; 아스트라 1600 획득; 아우렐라이트 1060 획득; 중수소 300 획득; 테란 연합 관계 -1; 중수소 330 손실,테란 연합 관계 +1; 아스트라 160 획득; 중수소 120 획득; 벌크론 270 손실,테란 연합 관계 +1; 중수소 140 획득; 중수소 380 손실; 아스트라 50 획득
구역 사고,구역 사고 보고 015,구역 장부에 '구역 사고 보고 015' 건이 사고 항목으로 표시되었습니다. 주변 작업은 제한되었고 담당 부서는 피해 확산 여부를 기다리고 있습니다.,작업자를 보호하며 정규 보수 절차를 시작한다,주변 작업을 우회시키고 손실을 줄인다,강제 조치로 문제를 드러내고 책임을 다른 곳에 돌린다,보이드본 조약 관계 +1; 아스트라 140 획득; 중수소 620 손실,Eldritch Conduit +1 level; 아스트라 1480 손실; 벌크론 1750 손실; 아우렐라이트 760 손실; 벌크론 620 손실; 보이드본 조약 관계 -1; 아스트라 720 획득,보이드본 조약 관계 -1; 중수소 340 획득; 아우렐라이트 500 손실
구역 사고,구역 사고 보고 016,구역 장부에 '구역 사고 보고 016' 건이 사고 항목으로 표시되었습니다. 주변 작업은 제한되었고 담당 부서는 피해 확산 여부를 기다리고 있습니다.,작업자를 보호하며 정규 보수 절차를 시작한다,주변 작업을 우회시키고 손실을 줄인다,강제 조치로 문제를 드러내고 책임을 다른 곳에 돌린다,보이드본 조약 관계 +1; 아스트라 560 획득; 아스트라 80 손실,벌크론 70 획득; 벌크론 30 손실,보이드본 조약 관계 +1; 아우렐라이트 180 획득; 중수소 120 손실
구역 사고,구역 사고 보고 017,구역 장부에 '구역 사고 보고 017' 건이 사고 항목으로 표시되었습니다. 주변 작업은 제한되었고 담당 부서는 피해 확산 여부를 기다리고 있습니다.,작업자를 보호하며 정규 보수 절차를 시작한다,주변 작업을 우회시키고 손실을 줄인다,강제 조치로 문제를 드러내고 책임을 다른 곳에 돌린다,테란 연합 관계 +1; 아스트라 380 획득; 아스트라 180 손실,아우렐라이트 140 획득; 아우렐라이트 140 손실,테란 연합 관계 -1; 벌크론 140 획득; 아스트라 380 손실
구역 사고,구역 사고 보고 018,구역 장부에 '구역 사고 보고 018' 건이 사고 항목으로 표시되었습니다. 주변 작업은 제한되었고 담당 부서는 피해 확산 여부를 기다리고 있습니다.,작업자를 보호하며 정규 보수 절차를 시작한다,주변 작업을 우회시키고 손실을 줄인다,강제 조치로 문제를 드러내고 책임을 다른 곳에 돌린다,유목 부족 관계 +1; 벌크론 240 획득; 아스트라 30 손실,아우렐라이트 20 손실; 아스트라 90 손실; 아우렐라이트 120 획득,유목 부족 관계 -1; 아스트라 500 획득; 벌크론 380 손실
구역 사고,구역 사고 보고 019,구역 장부에 '구역 사고 보고 019' 건이 사고 항목으로 표시되었습니다. 주변 작업은 제한되었고 담당 부서는 피해 확산 여부를 기다리고 있습니다.,작업자를 보호하며 정규 보수 절차를 시작한다,주변 작업을 우회시키고 손실을 줄인다,강제 조치로 문제를 드러내고 책임을 다른 곳에 돌린다,테란 연합 관계 +1; 아우렐라이트 70 획득; 아우렐라이트 20 손실,테란 연합 관계 +1; 벌크론 500 손실; 벌크론 40 손실,테란 연합 관계 -1; 벌크론 300 획득; 중수소 560 손실
구역 사고,구역 사고 보고 020,구역 장부에 '구역 사고 보고 020' 건이 사고 항목으로 표시되었습니다. 주변 작업은 제한되었고 담당 부서는 피해 확산 여부를 기다리고 있습니다.,작업자를 보호하며 정규 보수 절차를 시작한다,주변 작업을 우회시키고 손실을 줄인다,강제 조치로 문제를 드러내고 책임을 다른 곳에 돌린다,유목 부족 관계 +1; 아우렐라이트 120 획득; 아우렐라이트 300 손실,유목 부족 관계 -1; 벌크론 100 손실; 아스트라 160 획득,유목 부족 관계 +1; 벌크론 1600 획득; 아우렐라이트 260 손실
구역 사고,구역 사고 보고 021,구역 장부에 '구역 사고 보고 021' 건이 사고 항목으로 표시되었습니다. 주변 작업은 제한되었고 담당 부서는 피해 확산 여부를 기다리고 있습니다.,작업자를 보호하며 정규 보수 절차를 시작한다,주변 작업을 우회시키고 손실을 줄인다,강제 조치로 문제를 드러내고 책임을 다른 곳에 돌린다,성간 연방 관계 +1; 벌크론 60 획득; 벌크론 300 손실,성간 연방 관계 +1; 중수소 160 획득; 벌크론 160 손실,Eldritch Conduit +1 level; 아스트라 700 손실; 중수소 1240 손실; 아우렐라이트 380 손실; 성간 연방 관계 -1; 벌크론 300 획득
구역 사고,구역 사고 보고 022,구역 장부에 '구역 사고 보고 022' 건이 사고 항목으로 표시되었습니다. 주변 작업은 제한되었고 담당 부서는 피해 확산 여부를 기다리고 있습니다.,작업자를 보호하며 정규 보수 절차를 시작한다,주변 작업을 우회시키고 손실을 줄인다,강제 조치로 문제를 드러내고 책임을 다른 곳에 돌린다,아우렐라이트 90 획득; 아스트라 220 손실,유목 부족 관계 -1; 아우렐라이트 340 획득; 아우렐라이트 90 획득,유목 부족 관계 -1; 중수소 820 획득; 아우렐라이트 220 손실; 벌크론 70 획득
구역 사고,구역 사고 보고 023,구역 장부에 '구역 사고 보고 023' 건이 사고 항목으로 표시되었습니다. 주변 작업은 제한되었고 담당 부서는 피해 확산 여부를 기다리고 있습니다.,작업자를 보호하며 정규 보수 절차를 시작한다,주변 작업을 우회시키고 손실을 줄인다,강제 조치로 문제를 드러내고 책임을 다른 곳에 돌린다,Ion Shield +1 level; 아스트라 820 손실; 벌크론 1480 손실; 아우렐라이트 980 손실; 테란 연합 관계 +1; 벌크론 210 획득,아우렐라이트 500 획득; 아스트라 60 손실,테란 연합 관계 -1; 벌크론 220 획득; 아우렐라이트 620 손실
구역 사고,구역 사고 보고 024,구역 장부에 '구역 사고 보고 024' 건이 사고 항목으로 표시되었습니다. 주변 작업은 제한되었고 담당 부서는 피해 확산 여부를 기다리고 있습니다.,작업자를 보호하며 정규 보수 절차를 시작한다,주변 작업을 우회시키고 손실을 줄인다,강제 조치로 문제를 드러내고 책임을 다른 곳에 돌린다,이클립스 도미니언 관계 +1; 아우렐라이트 620 획득; 벌크론 360 손실,이클립스 도미니언 관계 +1; 중수소 340 손실,이클립스 도미니언 관계 +1; 벌크론 1140 획득; 아스트라 260 손실
구역 사고,구역 사고 보고 025,구역 장부에 '구역 사고 보고 025' 건이 사고 항목으로 표시되었습니다. 주변 작업은 제한되었고 담당 부서는 피해 확산 여부를 기다리고 있습니다.,작업자를 보호하며 정규 보수 절차를 시작한다,주변 작업을 우회시키고 손실을 줄인다,강제 조치로 문제를 드러내고 책임을 다른 곳에 돌린다,이클립스 도미니언 관계 +1; 아스트라 240 획득; 벌크론 560 손실,아스트라 160 획득; 벌크론 70 손실,이클립스 도미니언 관계 +1; 중수소 560 획득; 벌크론 160 손실
구역 사고,구역 사고 보고 026,구역 장부에 '구역 사고 보고 026' 건이 사고 항목으로 표시되었습니다. 주변 작업은 제한되었고 담당 부서는 피해 확산 여부를 기다리고 있습니다.,작업자를 보호하며 정규 보수 절차를 시작한다,주변 작업을 우회시키고 손실을 줄인다,강제 조치로 문제를 드러내고 책임을 다른 곳에 돌린다,테란 연합 관계 +1; 중수소 80 획득; 중수소 200 손실,중수소 200 손실; 벌크론 80 손실; 벌크론 140 획득,테란 연합 관계 -1; 아우렐라이트 1360 획득; 벌크론 200 손실
구역 사고,구역 사고 보고 027,구역 장부에 '구역 사고 보고 027' 건이 사고 항목으로 표시되었습니다. 주변 작업은 제한되었고 담당 부서는 피해 확산 여부를 기다리고 있습니다.,작업자를 보호하며 정규 보수 절차를 시작한다,주변 작업을 우회시키고 손실을 줄인다,강제 조치로 문제를 드러내고 책임을 다른 곳에 돌린다,성간 연방 관계 +1; 아스트라 90 획득; 벌크론 160 손실,아스트라 80 획득; 아우렐라이트 120 손실,성간 연방 관계 -1; 아스트라 140 획득; 아스트라 140 손실; 벌크론 20 손실
구역 사고,구역 사고 보고 028,구역 장부에 '구역 사고 보고 028' 건이 사고 항목으로 표시되었습니다. 주변 작업은 제한되었고 담당 부서는 피해 확산 여부를 기다리고 있습니다.,작업자를 보호하며 정규 보수 절차를 시작한다,주변 작업을 우회시키고 손실을 줄인다,강제 조치로 문제를 드러내고 책임을 다른 곳에 돌린다,테란 연합 관계 +1; 벌크론 40 획득; 아우렐라이트 70 손실,테란 연합 관계 -1; 아스트라 120 손실; 아스트라 20 손실; 중수소 130 획득,테란 연합 관계 -1; 벌크론 460 획득; 벌크론 380 손실
구역 사고,구역 사고 보고 029,구역 장부에 '구역 사고 보고 029' 건이 사고 항목으로 표시되었습니다. 주변 작업은 제한되었고 담당 부서는 피해 확산 여부를 기다리고 있습니다.,작업자를 보호하며 정규 보수 절차를 시작한다,주변 작업을 우회시키고 손실을 줄인다,강제 조치로 문제를 드러내고 책임을 다른 곳에 돌린다,중수소 80 획득; 벌크론 60 손실,아스트라 40 손실; 벌크론 120 손실; 벌크론 140 획득,헬리오스 컨소시엄 관계 +1; 중수소 340 획득; 아스트라 240 손실; 중수소 70 손실
구역 사고,구역 사고 보고 030,구역 장부에 '구역 사고 보고 030' 건이 사고 항목으로 표시되었습니다. 주변 작업은 제한되었고 담당 부서는 피해 확산 여부를 기다리고 있습니다.,작업자를 보호하며 정규 보수 절차를 시작한다,주변 작업을 우회시키고 손실을 줄인다,강제 조치로 문제를 드러내고 책임을 다른 곳에 돌린다,보이드본 조약 관계 +1; 아스트라 50 획득; 중수소 50 손실,아우렐라이트 140 획득; 아우렐라이트 180 획득; 아우렐라이트 120 손실,보이드본 조약 관계 -1; 아우렐라이트 700 획득; 아스트라 420 손실; 벌크론 40 획득
구역 사고,구역 사고 보고 031,구역 장부에 '구역 사고 보고 031' 건이 사고 항목으로 표시되었습니다. 주변 작업은 제한되었고 담당 부서는 피해 확산 여부를 기다리고 있습니다.,작업자를 보호하며 정규 보수 절차를 시작한다,주변 작업을 우회시키고 손실을 줄인다,강제 조치로 문제를 드러내고 책임을 다른 곳에 돌린다,아스트라 160 획득; 아우렐라이트 560 손실,보이드본 조약 관계 +1; 아스트라 500 획득; 벌크론 240 획득; 벌크론 530 손실,보이드본 조약 관계 -1; 중수소 460 획득; 아스트라 300 손실
구역 사고,구역 사고 보고 032,구역 장부에 '구역 사고 보고 032' 건이 사고 항목으로 표시되었습니다. 주변 작업은 제한되었고 담당 부서는 피해 확산 여부를 기다리고 있습니다.,작업자를 보호하며 정규 보수 절차를 시작한다,주변 작업을 우회시키고 손실을 줄인다,강제 조치로 문제를 드러내고 책임을 다른 곳에 돌린다,테란 연합 관계 +1; 벌크론 100 획득; 중수소 100 손실,중수소 20 획득; 중수소 120 획득; 벌크론 140 손실,테란 연합 관계 -1; 아스트라 1750 획득; 벌크론 30 손실
구역 사고,구역 사고 보고 033,구역 장부에 '구역 사고 보고 033' 건이 사고 항목으로 표시되었습니다. 주변 작업은 제한되었고 담당 부서는 피해 확산 여부를 기다리고 있습니다.,작업자를 보호하며 정규 보수 절차를 시작한다,주변 작업을 우회시키고 손실을 줄인다,강제 조치로 문제를 드러내고 책임을 다른 곳에 돌린다,Eldritch Conduit -1 level; 아스트라 1360 획득; 중수소 1140 획득; 벌크론 340 획득; 아우렐라이트 460 획득; 보이드본 조약 관계 -1; 벌크론 660 손실,보이드본 조약 관계 +1; 아스트라 300 손실; 벌크론 140 손실,보이드본 조약 관계 -1; 중수소 500 획득; 벌크론 240 손실; 벌크론 20 손실
구역 사고,구역 사고 보고 034,구역 장부에 '구역 사고 보고 034' 건이 사고 항목으로 표시되었습니다. 주변 작업은 제한되었고 담당 부서는 피해 확산 여부를 기다리고 있습니다.,작업자를 보호하며 정규 보수 절차를 시작한다,주변 작업을 우회시키고 손실을 줄인다,강제 조치로 문제를 드러내고 책임을 다른 곳에 돌린다,성간 연방 관계 +1; 벌크론 460 획득; 아우렐라이트 380 손실,벌크론 70 획득; 아스트라 70 손실,성간 연방 관계 -1; 아우렐라이트 460 획득; 중수소 500 손실; 아스트라 80 획득
구역 사고,구역 사고 보고 035,구역 장부에 '구역 사고 보고 035' 건이 사고 항목으로 표시되었습니다. 주변 작업은 제한되었고 담당 부서는 피해 확산 여부를 기다리고 있습니다.,작업자를 보호하며 정규 보수 절차를 시작한다,주변 작업을 우회시키고 손실을 줄인다,강제 조치로 문제를 드러내고 책임을 다른 곳에 돌린다,보이드본 조약 관계 +1; 벌크론 260 획득; 중수소 120 손실,아우렐라이트 200 획득; 벌크론 70 손실,보이드본 조약 관계 -1; 아우렐라이트 140 획득; 아스트라 240 손실
요청,행정 요청 001,'행정 요청 001' 건에 관한 문서가 오늘의 요청 대기열에 올라왔습니다. 봉인과 첨부 기록은 온전하지만 최종 승인란은 아직 비어 있습니다.,문서를 정식으로 접수하고 조건을 기록한다,추가 서류와 보증을 요구하며 결정을 늦춘다,문구를 바꿔 요청을 자신에게 유리한 계약으로 뒤집는다,이클립스 도미니언 관계 +1; 아스트라 90 획득; 중수소 80 손실,gain 1 ship: Elemental; 아스트라 1060 손실; 벌크론 760 손실; 벌크론 260 손실; 이클립스 도미니언 관계 +1,이클립스 도미니언 관계 -1; 중수소 420 획득; 아우렐라이트 460 손실
요청,행정 요청 002,'행정 요청 002' 건에 관한 문서가 오늘의 요청 대기열에 올라왔습니다. 봉인과 첨부 기록은 온전하지만 최종 승인란은 아직 비어 있습니다.,문서를 정식으로 접수하고 조건을 기록한다,추가 서류와 보증을 요구하며 결정을 늦춘다,문구를 바꿔 요청을 자신에게 유리한 계약으로 뒤집는다,성간 연방 관계 +1; 아스트라 120 획득; 아스트라 160 손실,성간 연방 관계 -1; 아스트라 260 손실; 벌크론 80 손실; 중수소 200 획득,성간 연방 관계 +1; 아우렐라이트 200 획득; 벌크론 200 손실
요청,행정 요청 003,'행정 요청 003' 건에 관한 문서가 오늘의 요청 대기열에 올라왔습니다. 봉인과 첨부 기록은 온전하지만 최종 승인란은 아직 비어 있습니다.,문서를 정식으로 접수하고 조건을 기록한다,추가 서류와 보증을 요구하며 결정을 늦춘다,문구를 바꿔 요청을 자신에게 유리한 계약으로 뒤집는다,보이드본 조약 관계 +1; 아스트라 340 획득; 벌크론 140 손실,gain 1 ship: Nocturne Sentry; 아스트라 1600 손실; 아우렐라이트 380 손실; 중수소 340 손실; 보이드본 조약 관계 +1,보이드본 조약 관계 -1; 아스트라 1480 획득; 벌크론 100 손실
요청,행정 요청 004,'행정 요청 004' 건에 관한 문서가 오늘의 요청 대기열에 올라왔습니다. 봉인과 첨부 기록은 온전하지만 최종 승인란은 아직 비어 있습니다.,문서를 정식으로 접수하고 조건을 기록한다,추가 서류와 보증을 요구하며 결정을 늦춘다,문구를 바꿔 요청을 자신에게 유리한 계약으로 뒤집는다,중수소 40 획득; 벌크론 90 손실,아우렐라이트 60 손실; 아스트라 120 획득,보이드본 조약 관계 +1; 벌크론 380 획득; 벌크론 160 손실
요청,행정 요청 005,'행정 요청 005' 건에 관한 문서가 오늘의 요청 대기열에 올라왔습니다. 봉인과 첨부 기록은 온전하지만 최종 승인란은 아직 비어 있습니다.,문서를 정식으로 접수하고 조건을 기록한다,추가 서류와 보증을 요구하며 결정을 늦춘다,문구를 바꿔 요청을 자신에게 유리한 계약으로 뒤집는다,아스트라 90 획득; 벌크론 420 손실,아스트라 560 손실; 중수소 270 획득,성간 연방 관계 -1; 아스트라 220 획득; 벌크론 380 손실
요청,행정 요청 006,'행정 요청 006' 건에 관한 문서가 오늘의 요청 대기열에 올라왔습니다. 봉인과 첨부 기록은 온전하지만 최종 승인란은 아직 비어 있습니다.,문서를 정식으로 접수하고 조건을 기록한다,추가 서류와 보증을 요구하며 결정을 늦춘다,문구를 바꿔 요청을 자신에게 유리한 계약으로 뒤집는다,성간 연방 관계 +1; 아스트라 140 획득; 아스트라 180 손실,gain 1 ship: Solar Wisp; 아스트라 900 손실; 아우렐라이트 460 손실; 아우렐라이트 340 손실; 성간 연방 관계 +1,성간 연방 관계 -1; 중수소 560 획득; 중수소 620 손실; 벌크론 50 획득
요청,행정 요청 007,'행정 요청 007' 건에 관한 문서가 오늘의 요청 대기열에 올라왔습니다. 봉인과 첨부 기록은 온전하지만 최종 승인란은 아직 비어 있습니다.,문서를 정식으로 접수하고 조건을 기록한다,추가 서류와 보증을 요구하며 결정을 늦춘다,문구를 바꿔 요청을 자신에게 유리한 계약으로 뒤집는다,벌크론 560 획득; 벌크론 200 손실,Eldritch Conduit -1 level; 아스트라 1140 획득; 벌크론 1060 획득; 아우렐라이트 1060 획득; 테란 연합 관계 +1; 아우렐라이트 570 손실,테란 연합 관계 -1; 아스트라 240 획득; 중수소 420 손실; 벌크론 70 획득
요청,행정 요청 008,'행정 요청 008' 건에 관한 문서가 오늘의 요청 대기열에 올라왔습니다. 봉인과 첨부 기록은 온전하지만 최종 승인란은 아직 비어 있습니다.,문서를 정식으로 접수하고 조건을 기록한다,추가 서류와 보증을 요구하며 결정을 늦춘다,문구를 바꿔 요청을 자신에게 유리한 계약으로 뒤집는다,보이드본 조약 관계 +1; 아우렐라이트 160 획득; 중수소 40 손실,보이드본 조약 관계 +1; 아우렐라이트 560 획득; 아스트라 200 손실,보이드본 조약 관계 -1; 중수소 300 획득; 아우렐라이트 260 손실
요청,행정 요청 009,'행정 요청 009' 건에 관한 문서가 오늘의 요청 대기열에 올라왔습니다. 봉인과 첨부 기록은 온전하지만 최종 승인란은 아직 비어 있습니다.,문서를 정식으로 접수하고 조건을 기록한다,추가 서류와 보증을 요구하며 결정을 늦춘다,문구를 바꿔 요청을 자신에게 유리한 계약으로 뒤집는다,이클립스 도미니언 관계 +1; 아스트라 420 획득; 중수소 260 손실,이클립스 도미니언 관계 -1; 중수소 260 획득; 벌크론 40 획득,이클립스 도미니언 관계 -1; 아스트라 220 획득; 벌크론 120 손실
요청,행정 요청 010,'행정 요청 010' 건에 관한 문서가 오늘의 요청 대기열에 올라왔습니다. 봉인과 첨부 기록은 온전하지만 최종 승인란은 아직 비어 있습니다.,문서를 정식으로 접수하고 조건을 기록한다,추가 서류와 보증을 요구하며 결정을 늦춘다,문구를 바꿔 요청을 자신에게 유리한 계약으로 뒤집는다,유목 부족 관계 +1; 아스트라 90 획득; 벌크론 160 손실,유목 부족 관계 +1; 벌크론 420 획득; 아스트라 20 획득; 아우렐라이트 200 손실,유목 부족 관계 -1; 벌크론 760 획득; 벌크론 160 손실
요청,행정 요청 011,'행정 요청 011' 건에 관한 문서가 오늘의 요청 대기열에 올라왔습니다. 봉인과 첨부 기록은 온전하지만 최종 승인란은 아직 비어 있습니다.,문서를 정식으로 접수하고 조건을 기록한다,추가 서류와 보증을 요구하며 결정을 늦춘다,문구를 바꿔 요청을 자신에게 유리한 계약으로 뒤집는다,벌크론 340 획득; 아우렐라이트 20 손실,테란 연합 관계 +1; 아스트라 560 손실; 중수소 140 획득,Extractor +1 level; 아스트라 760 손실; 아우렐라이트 1060 손실; 아우렐라이트 980 손실; 아우렐라이트 260 손실; 테란 연합 관계 -1; 중수소 400 획득
요청,행정 요청 012,'행정 요청 012' 건에 관한 문서가 오늘의 요청 대기열에 올라왔습니다. 봉인과 첨부 기록은 온전하지만 최종 승인란은 아직 비어 있습니다.,문서를 정식으로 접수하고 조건을 기록한다,추가 서류와 보증을 요구하며 결정을 늦춘다,문구를 바꿔 요청을 자신에게 유리한 계약으로 뒤집는다,벌크론 560 획득; 벌크론 100 손실,테란 연합 관계 +1; 벌크론 220 손실,테란 연합 관계 -1; 벌크론 460 획득; 아우렐라이트 160 손실
요청,행정 요청 013,'행정 요청 013' 건에 관한 문서가 오늘의 요청 대기열에 올라왔습니다. 봉인과 첨부 기록은 온전하지만 최종 승인란은 아직 비어 있습니다.,문서를 정식으로 접수하고 조건을 기록한다,추가 서류와 보증을 요구하며 결정을 늦춘다,문구를 바꿔 요청을 자신에게 유리한 계약으로 뒤집는다,아우렐라이트 460 획득; 아우렐라이트 460 손실,헬리오스 컨소시엄 관계 -1; 중수소 20 손실; 아우렐라이트 220 획득,헬리오스 컨소시엄 관계 +1; 아스트라 140 획득; 아스트라 500 손실
요청,행정 요청 014,'행정 요청 014' 건에 관한 문서가 오늘의 요청 대기열에 올라왔습니다. 봉인과 첨부 기록은 온전하지만 최종 승인란은 아직 비어 있습니다.,문서를 정식으로 접수하고 조건을 기록한다,추가 서류와 보증을 요구하며 결정을 늦춘다,문구를 바꿔 요청을 자신에게 유리한 계약으로 뒤집는다,중수소 70 획득; 아우렐라이트 160 손실,보이드본 조약 관계 -1; 벌크론 220 손실; 중수소 110 획득,보이드본 조약 관계 -1; 아우렐라이트 1240 획득; 중수소 560 손실
요청,행정 요청 015,'행정 요청 015' 건에 관한 문서가 오늘의 요청 대기열에 올라왔습니다. 봉인과 첨부 기록은 온전하지만 최종 승인란은 아직 비어 있습니다.,문서를 정식으로 접수하고 조건을 기록한다,추가 서류와 보증을 요구하며 결정을 늦춘다,문구를 바꿔 요청을 자신에게 유리한 계약으로 뒤집는다,테란 연합 관계 +1; 벌크론 460 획득; 벌크론 180 손실,중수소 100 획득; 중수소 90 획득; 벌크론 140 손실,gain 1 ship: Ark of Aster; 아스트라 1600 손실; 벌크론 1480 손실; 테란 연합 관계 -1; 벌크론 420 획득
요청,행정 요청 016,'행정 요청 016' 건에 관한 문서가 오늘의 요청 대기열에 올라왔습니다. 봉인과 첨부 기록은 온전하지만 최종 승인란은 아직 비어 있습니다.,문서를 정식으로 접수하고 조건을 기록한다,추가 서류와 보증을 요구하며 결정을 늦춘다,문구를 바꿔 요청을 자신에게 유리한 계약으로 뒤집는다,보이드본 조약 관계 +1; 아우렐라이트 140 획득; 벌크론 150 손실,벌크론 620 획득; 벌크론 90 획득; 아우렐라이트 200 손실,보이드본 조약 관계 +1; 아우렐라이트 180 획득; 아스트라 80 손실
요청,행정 요청 017,'행정 요청 017' 건에 관한 문서가 오늘의 요청 대기열에 올라왔습니다. 봉인과 첨부 기록은 온전하지만 최종 승인란은 아직 비어 있습니다.,문서를 정식으로 접수하고 조건을 기록한다,추가 서류와 보증을 요구하며 결정을 늦춘다,문구를 바꿔 요청을 자신에게 유리한 계약으로 뒤집는다,헬리오스 컨소시엄 관계 +1; 벌크론 120 획득; 아우렐라이트 100 손실,중수소 560 획득; 중수소 200 손실,헬리오스 컨소시엄 관계 +1; 벌크론 620 획득; 중수소 340 손실
요청,행정 요청 018,'행정 요청 018' 건에 관한 문서가 오늘의 요청 대기열에 올라왔습니다. 봉인과 첨부 기록은 온전하지만 최종 승인란은 아직 비어 있습니다.,문서를 정식으로 접수하고 조건을 기록한다,추가 서류와 보증을 요구하며 결정을 늦춘다,문구를 바꿔 요청을 자신에게 유리한 계약으로 뒤집는다,이클립스 도미니언 관계 +1; 벌크론 90 획득; 중수소 140 손실,Extractor -1 level; 아스트라 1480 획득; 아우렐라이트 760 획득; 중수소 1060 획득; 벌크론 460 획득; 이클립스 도미니언 관계 +1; 아스트라 650 손실,이클립스 도미니언 관계 -1; 아우렐라이트 160 획득; 중수소 460 손실
요청,행정 요청 019,'행정 요청 019' 건에 관한 문서가 오늘의 요청 대기열에 올라왔습니다. 봉인과 첨부 기록은 온전하지만 최종 승인란은 아직 비어 있습니다.,문서를 정식으로 접수하고 조건을 기록한다,추가 서류와 보증을 요구하며 결정을 늦춘다,문구를 바꿔 요청을 자신에게 유리한 계약으로 뒤집는다,보이드본 조약 관계 +1; 벌크론 300 획득; 아스트라 50 손실,보이드본 조약 관계 +1; 아스트라 420 획득; 아우렐라이트 310 손실,Ion Shield -1 level; 아스트라 1600 획득; 벌크론 1360 획득; 아우렐라이트 380 획득; 보이드본 조약 관계 -1; 중수소 350 손실
요청,행정 요청 020,'행정 요청 020' 건에 관한 문서가 오늘의 요청 대기열에 올라왔습니다. 봉인과 첨부 기록은 온전하지만 최종 승인란은 아직 비어 있습니다.,문서를 정식으로 접수하고 조건을 기록한다,추가 서류와 보증을 요구하며 결정을 늦춘다,문구를 바꿔 요청을 자신에게 유리한 계약으로 뒤집는다,유목 부족 관계 +1; 벌크론 260 획득; 벌크론 30 손실,유목 부족 관계 +1; 아우렐라이트 500 손실; 중수소 30 획득,gain 1 ship: Hammer; 아스트라 700 손실; 벌크론 980 손실; 중수소 220 손실; 유목 부족 관계 -1
요청,행정 요청 021,'행정 요청 021' 건에 관한 문서가 오늘의 요청 대기열에 올라왔습니다. 봉인과 첨부 기록은 온전하지만 최종 승인란은 아직 비어 있습니다.,문서를 정식으로 접수하고 조건을 기록한다,추가 서류와 보증을 요구하며 결정을 늦춘다,문구를 바꿔 요청을 자신에게 유리한 계약으로 뒤집는다,이클립스 도미니언 관계 +1; 중수소 340 획득; 벌크론 200 손실,벌크론 140 손실; 아스트라 40 획득,lose 1 ship: Bastille; 아스트라 820 획득; 아우렐라이트 1600 획득; 벌크론 220 획득; 이클립스 도미니언 관계 -1
요청,행정 요청 022,'행정 요청 022' 건에 관한 문서가 오늘의 요청 대기열에 올라왔습니다. 봉인과 첨부 기록은 온전하지만 최종 승인란은 아직 비어 있습니다.,문서를 정식으로 접수하고 조건을 기록한다,추가 서류와 보증을 요구하며 결정을 늦춘다,문구를 바꿔 요청을 자신에게 유리한 계약으로 뒤집는다,성간 연방 관계 +1; 아스트라 620 획득; 아스트라 100 손실,성간 연방 관계 +1; 벌크론 70 획득; 중수소 220 획득; 아우렐라이트 190 손실,성간 연방 관계 -1; 벌크론 100 획득; 아스트라 140 손실; 아스트라 70 손실
